ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Squamous Cell Carcinoma, Head and Neck	Squamous Cell Carcinoma, Head and Neck	20/193	48/1764	2.49679548050233e-08	2.0363474827993e-07	6.41691798133203e-08	hsa-mir-21/hsa-mir-141/hsa-mir-182/hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-375/hsa-mir-93/hsa-mir-155/hsa-mir-147b/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-376c/hsa-mir-675/hsa-mir-494/hsa-mir-106a/hsa-mir-20b/hsa-mir-138-2	20
Hematopoiesis	Hematopoiesis	22/193	57/1764	2.57786224912944e-08	2.07550960570934e-07	6.54032527444445e-08	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-99a/hsa-mir-100/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-144/hsa-let-7c/hsa-mir-142/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-1-2/hsa-mir-19a/hsa-mir-18a/hsa-mir-20b	22
Aging	Aging	23/193	63/1764	4.18997647835756e-08	3.33076611190956e-07	1.04958771210023e-07	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-141/hsa-mir-451a/hsa-mir-100/hsa-mir-144/hsa-let-7c/hsa-mir-200c/hsa-mir-195/hsa-mir-511/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-155/hsa-mir-590/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	23
Metformin	Metformin	21/193	54/1764	4.70954994361494e-08	3.69699670573773e-07	1.16499393342054e-07	hsa-mir-21/hsa-mir-429/hsa-mir-141/hsa-mir-182/hsa-mir-200a/hsa-mir-497/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-33b/hsa-mir-192/hsa-mir-204/hsa-mir-140/hsa-mir-155/hsa-mir-381/hsa-mir-33a/hsa-mir-7-1/hsa-mir-584/hsa-mir-7-3/hsa-mir-205/hsa-mir-7-2	21
Asthma	Asthma	18/193	41/1764	4.92124718322812e-08	3.81548547045341e-07	1.20233199538257e-07	hsa-mir-21/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-148b/hsa-mir-187/hsa-mir-140/hsa-mir-155/hsa-mir-143/hsa-mir-19a/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-149/hsa-mir-224	18
Psoriasis	Psoriasis	16/193	33/1764	5.05413615401529e-08	3.87072866429464e-07	1.21974017580857e-07	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-99a/hsa-mir-33b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-33a/hsa-mir-143/hsa-mir-19a/hsa-mir-106a/hsa-mir-138-2	16
sulforaphane (SFN)	sulforaphane (SFN)	12/193	19/1764	5.38508233227336e-08	4.07449602972008e-07	1.28395114580519e-07	hsa-mir-21/hsa-mir-365a/hsa-mir-200c/hsa-mir-142/hsa-mir-92b/hsa-mir-155/hsa-mir-381/hsa-mir-326/hsa-mir-135b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	12
Cardiovascular Diseases [unspecific]	Cardiovascular Diseases [unspecific]	23/193	64/1764	5.92018840950086e-08	4.42604562043636e-07	1.39473110399268e-07	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-451a/hsa-mir-210/hsa-mir-99a/hsa-mir-10b/hsa-mir-100/hsa-mir-144/hsa-mir-200c/hsa-mir-32/hsa-mir-33b/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-33a/hsa-mir-590/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-758/hsa-mir-149/hsa-mir-138-2	23
Regulation of Akt Pathway	Regulation of Akt Pathway	14/193	26/1764	6.62850314867858e-08	4.89729409102371e-07	1.54323045442919e-07	hsa-mir-141/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-184/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-19a/hsa-mir-18a/hsa-mir-205/hsa-mir-7-2	14
Prostate Neoplasms	Prostate Neoplasms	25/193	75/1764	8.47572222978638e-08	6.1790446081202e-07	1.94713440550888e-07	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-mir-100/hsa-mir-200c/hsa-mir-200b/hsa-mir-32/hsa-mir-130b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-93/hsa-mir-191/hsa-mir-203a/hsa-mir-203b/hsa-mir-105-1/hsa-mir-143/hsa-mir-135b/hsa-mir-205/hsa-mir-106a	25
Barrett's Esophagus	Barrett's Esophagus	9/193	11/1764	8.56014141570792e-08	6.1790446081202e-07	1.94713440550888e-07	hsa-mir-21/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-192/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-215/hsa-mir-205	9
Cell Differentiation	Cell Differentiation	21/193	56/1764	9.98074218944226e-08	7.12262056246562e-07	2.24447312394156e-07	hsa-mir-96/hsa-mir-183/hsa-mir-145/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-let-7c/hsa-mir-200c/hsa-mir-155/hsa-mir-203a/hsa-mir-495/hsa-mir-203b/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	21
TGFB1	TGFB1	12/193	20/1764	1.21800322950879e-07	8.59444975428671e-07	2.70827447838736e-07	hsa-mir-429/hsa-mir-141/hsa-mir-200a/hsa-mir-200c/hsa-mir-200b/hsa-mir-192/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-143/hsa-mir-205/hsa-mir-224	12
5-aza-2'-deoxycytidine (5-Aza-CdR)	5-aza-2'-deoxycytidine (5-Aza-CdR)	20/193	52/1764	1.25965379604484e-07	8.78958426573512e-07	2.76976507200503e-07	hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-99a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-193a/hsa-mir-181b-1/hsa-mir-342/hsa-mir-181b-2/hsa-mir-92b/hsa-mir-93/hsa-mir-155/hsa-mir-503/hsa-mir-432/hsa-mir-205/hsa-mir-149/hsa-mir-138-2	20
Carcinoma, Endometrial	Carcinoma, Endometrial	21/193	58/1764	2.02813516587911e-07	1.38442270018704e-06	4.36257907534636e-07	hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-10b/hsa-mir-196a-2/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-449a/hsa-mir-204/hsa-mir-93/hsa-mir-203a/hsa-mir-203b/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-135b/hsa-mir-205	21
Carcinoma, Renal Cell, Clear-Cell	Carcinoma, Renal Cell, Clear-Cell	21/193	58/1764	2.02813516587911e-07	1.38442270018704e-06	4.36257907534636e-07	hsa-mir-21/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-10b/hsa-mir-195/hsa-mir-335/hsa-mir-142/hsa-mir-187/hsa-mir-204/hsa-mir-377/hsa-mir-452/hsa-mir-299/hsa-mir-1-1/hsa-mir-19a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	21
1-methyl-4-phenylpyridinium (MPP+)	1-methyl-4-phenylpyridinium (MPP+)	17/193	40/1764	2.13635171485713e-07	1.44261169562396e-06	4.54594366036379e-07	hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-mir-1301/hsa-mir-585/hsa-mir-590/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-1277/hsa-mir-135b/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2/hsa-mir-138-2	17
Head And Neck Neoplasms	Head And Neck Neoplasms	16/193	36/1764	2.34223058402512e-07	1.56480936890189e-06	4.93101175584235e-07	hsa-mir-21/hsa-let-7c/hsa-mir-200c/hsa-mir-130b/hsa-mir-142/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-18a/hsa-mir-205/hsa-mir-455	16
Cell Motility	Cell Motility	12/193	21/1764	2.57127881461061e-07	1.69975062692154e-06	5.35623730910576e-07	hsa-mir-21/hsa-mir-145/hsa-mir-200a/hsa-mir-10b/hsa-mir-100/hsa-mir-130b/hsa-mir-584/hsa-mir-143/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205	12
Pancreatic Neoplasms	Pancreatic Neoplasms	22/193	64/1764	2.95100453153145e-07	1.93044879771016e-06	6.08321109570079e-07	hsa-mir-21/hsa-mir-96/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-200a/hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-32/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-106a/hsa-mir-224	22
Epstein-Barr Virus Infection	Epstein-Barr Virus Infection	11/193	18/1764	3.28164014418428e-07	2.09397560864172e-06	6.59851515964873e-07	hsa-mir-96/hsa-mir-183/hsa-mir-182/hsa-mir-10b/hsa-mir-142/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	11
Rhabdomyosarcoma	Rhabdomyosarcoma	11/193	18/1764	3.28164014418428e-07	2.09397560864172e-06	6.59851515964873e-07	hsa-mir-378a/hsa-mir-203a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-203b/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-411/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	11
cigarette smoke extract (CSE)	cigarette smoke extract (CSE)	17/193	41/1764	3.30101250406895e-07	2.09397560864172e-06	6.59851515964873e-07	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-378a/hsa-mir-210/hsa-mir-1301/hsa-mir-144/hsa-mir-497/hsa-let-7c/hsa-mir-193a/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-149	17
Carcinoma, Breast, Triple Negative	Carcinoma, Breast, Triple Negative	21/193	60/1764	3.96592383659584e-07	2.49060016938219e-06	7.84835453978966e-07	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-210/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-93/hsa-mir-155/hsa-mir-940/hsa-mir-493/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-135b/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-7-2	21
irradiation	irradiation	25/193	81/1764	4.66459663517834e-07	2.90036305632871e-06	9.13959528310087e-07	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-144/hsa-mir-195/hsa-mir-148b/hsa-mir-142/hsa-mir-301a/hsa-mir-454/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-495/hsa-mir-590/hsa-mir-452/hsa-mir-299/hsa-mir-143/hsa-mir-19a/hsa-mir-605/hsa-mir-18a/hsa-mir-106a/hsa-mir-3170/hsa-mir-376a-2/hsa-mir-556/hsa-mir-20b	25
triptolide (TPL)	triptolide (TPL)	13/193	26/1764	6.28598979957618e-07	3.87019764130768e-06	1.21957284037185e-06	hsa-mir-21/hsa-mir-141/hsa-mir-144/hsa-mir-142/hsa-mir-301a/hsa-mir-204/hsa-mir-93/hsa-mir-191/hsa-mir-155/hsa-mir-188/hsa-mir-149/hsa-mir-20b/hsa-mir-138-2	13
Bone Regeneration	Bone Regeneration	14/193	30/1764	6.6807912776231e-07	4.07333681781292e-06	1.28358585609928e-06	hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-337/hsa-mir-148b/hsa-mir-130b/hsa-mir-93/hsa-mir-155/hsa-mir-377/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-19a/hsa-mir-20b	14
Essential Hypertension	Essential Hypertension	11/193	19/1764	7.05344652175003e-07	4.25919655351829e-06	1.34215379158806e-06	hsa-mir-21/hsa-let-7c/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-590/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	11
Leukemia	Leukemia	22/193	67/1764	7.38095944260852e-07	4.41451669519824e-06	1.39109812051168e-06	hsa-mir-139/hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-183/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-365b/hsa-mir-365a/hsa-mir-195/hsa-mir-511/hsa-mir-454/hsa-mir-155/hsa-mir-143/hsa-mir-19a/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-138-2	22
1, 3, 4-tri-O-galloyl-6-O-caffeoyl-β-D-glucopyranose (BJA32515)	1, 3, 4-tri-O-galloyl-6-O-caffeoyl-β-D-glucopyranose (BJA32515)	27/193	95/1764	9.99242618593744e-07	5.9200411743101e-06	1.86551750045307e-06	hsa-mir-139/hsa-mir-21/hsa-mir-96/hsa-mir-182/hsa-mir-200a/hsa-mir-210/hsa-mir-10b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-144/hsa-mir-193a/hsa-mir-195/hsa-mir-148b/hsa-mir-92b/hsa-mir-381/hsa-mir-493/hsa-mir-379/hsa-mir-503/hsa-mir-326/hsa-mir-345/hsa-mir-18a/hsa-mir-432/hsa-mir-483/hsa-mir-205/hsa-mir-106a/hsa-mir-376a-2/hsa-mir-202	27
Carcinoma, Laryngeal	Carcinoma, Laryngeal	21/193	63/1764	1.01595402019326e-06	5.96279555776976e-06	1.87899021934414e-06	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-378a/hsa-mir-378c/hsa-mir-210/hsa-mir-10b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-144/hsa-mir-195/hsa-mir-375/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-1277/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-20b	21
hepatitis C virus (HCV)	hepatitis C virus (HCV)	18/193	49/1764	1.26073595721409e-06	7.26368973514174e-06	2.28892670165378e-06	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-mir-130b/hsa-mir-192/hsa-mir-301a/hsa-mir-181b-1/hsa-mir-375/hsa-mir-449a/hsa-mir-181b-2/hsa-mir-93/hsa-mir-155/hsa-mir-19a/hsa-mir-494/hsa-mir-885	18
ultraviolet (UV) irradiation	ultraviolet (UV) irradiation	18/193	49/1764	1.26073595721409e-06	7.26368973514174e-06	2.28892670165378e-06	hsa-mir-139/hsa-mir-21/hsa-mir-145/hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-7-2	18
estradiol-17β (E2)	estradiol-17β (E2)	11/193	20/1764	1.41856549900449e-06	8.09871939431655e-06	2.55206041926167e-06	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	11
angiotensin II (Ang II)	angiotensin II (Ang II)	15/193	36/1764	1.58389171845263e-06	8.96111710980407e-06	2.82381833161778e-06	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-200a/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-590/hsa-mir-143/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-129-2/hsa-mir-202/hsa-mir-129-1	15
Cardiomyopathy	Cardiomyopathy	12/193	24/1764	1.75210846241614e-06	9.82432244997619e-06	3.0958307418631e-06	hsa-mir-21/hsa-mir-200a/hsa-mir-451a/hsa-mir-200c/hsa-mir-200b/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-639/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	12
Malignant Neoplasms [unspecific]	Malignant Neoplasms [unspecific]	18/193	50/1764	1.78172391506712e-06	9.9019700766562e-06	3.12029898493357e-06	hsa-mir-21/hsa-mir-145/hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-335/hsa-mir-375/hsa-mir-140/hsa-mir-155/hsa-mir-299/hsa-mir-143/hsa-mir-135b/hsa-mir-205/hsa-mir-149	18
Angiogenesis	Angiogenesis	21/193	65/1764	1.82825495779253e-06	1.00714395920501e-05	3.17370205046165e-06	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-378a/hsa-mir-378c/hsa-mir-210/hsa-mir-190b/hsa-mir-10b/hsa-mir-184/hsa-mir-497/hsa-mir-93/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-891a/hsa-mir-19a/hsa-mir-18a/hsa-mir-205/hsa-mir-149/hsa-mir-129-1	21
Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	13/193	28/1764	1.85188953694569e-06	1.00910284101076e-05	3.17987485937015e-06	hsa-mir-139/hsa-mir-21/hsa-mir-451a/hsa-mir-375/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-19a/hsa-mir-205/hsa-mir-149/hsa-mir-519a-1	13
Systemic Lupus Erythematosus	Systemic Lupus Erythematosus	19/193	55/1764	1.86941141529835e-06	1.00910284101076e-05	3.17987485937015e-06	hsa-mir-21/hsa-mir-145/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-335/hsa-mir-142/hsa-mir-181b-1/hsa-mir-342/hsa-mir-181b-2/hsa-mir-155/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-326/hsa-mir-345/hsa-mir-494/hsa-mir-758/hsa-mir-556/hsa-mir-224/hsa-mir-7-2	19
Atrial Fibrillation	Atrial Fibrillation	20/193	60/1764	1.88001643946273e-06	1.00910284101076e-05	3.17987485937015e-06	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-183/hsa-mir-451a/hsa-mir-10b/hsa-mir-196a-2/hsa-mir-144/hsa-mir-192/hsa-mir-93/hsa-mir-155/hsa-mir-590/hsa-mir-377/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-19a/hsa-mir-215/hsa-mir-18a/hsa-mir-483/hsa-mir-106a	20
Acute Kidney Injury	Acute Kidney Injury	10/193	17/1764	1.92757480621681e-06	1.02586184602047e-05	3.23268566965887e-06	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-192/hsa-mir-449a	10
Osteoarthritis	Osteoarthritis	16/193	41/1764	1.99950102164617e-06	1.04640553466149e-05	3.29742273745157e-06	hsa-mir-139/hsa-mir-21/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-365b/hsa-mir-365a/hsa-mir-335/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-140/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	16
Parkinson's Disease	Parkinson's Disease	16/193	41/1764	1.99950102164617e-06	1.04640553466149e-05	3.29742273745157e-06	hsa-mir-21/hsa-mir-144/hsa-mir-195/hsa-mir-495/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-433/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-7-2	16
Aortic Aneurysm	Aortic Aneurysm	8/193	11/1764	2.21318152272392e-06	1.12086935183115e-05	3.53207237921984e-06	hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-195/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1	8
Carcinoma, Thyroid, Medullary	Carcinoma, Thyroid, Medullary	8/193	11/1764	2.21318152272392e-06	1.12086935183115e-05	3.53207237921984e-06	hsa-mir-21/hsa-mir-182/hsa-mir-99a/hsa-mir-200c/hsa-mir-200b/hsa-mir-375/hsa-mir-129-2/hsa-mir-129-1	8
cryptotanshinone	cryptotanshinone	8/193	11/1764	2.21318152272392e-06	1.12086935183115e-05	3.53207237921984e-06	hsa-mir-21/hsa-mir-96/hsa-mir-182/hsa-mir-451a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-205/hsa-mir-106a	8
Kidney Transplant Rejection	Kidney Transplant Rejection	8/193	11/1764	2.21318152272392e-06	1.12086935183115e-05	3.53207237921984e-06	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-99a/hsa-mir-200b/hsa-mir-142/hsa-mir-192/hsa-mir-155	8
Acute Myocardial Infarction	Acute Myocardial Infarction	17/193	46/1764	2.30618050701247e-06	1.15862508672306e-05	3.651047876365e-06	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-mir-144/hsa-mir-497/hsa-mir-148b/hsa-mir-204/hsa-mir-191/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-19a	17
X rays	X rays	15/193	37/1764	2.40932828058873e-06	1.20083980969026e-05	3.7840744924869e-06	hsa-mir-139/hsa-mir-21/hsa-mir-145/hsa-mir-497/hsa-mir-148b/hsa-mir-454/hsa-mir-92b/hsa-mir-155/hsa-mir-203a/hsa-mir-585/hsa-mir-760/hsa-mir-135b/hsa-mir-656/hsa-mir-329-2/hsa-mir-329-1	15
Coronary Heart Diseases	Coronary Heart Diseases	19/193	56/1764	2.55919402385186e-06	1.26549121809367e-05	3.98780336911852e-06	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-196a-2/hsa-mir-32/hsa-mir-454/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-585/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-18a/hsa-mir-149/hsa-mir-224	19
EGR1	EGR1	13/193	29/1764	3.03648775252382e-06	1.489776803582e-05	4.6945698805467e-06	hsa-mir-96/hsa-mir-183/hsa-mir-200b/hsa-mir-32/hsa-mir-335/hsa-mir-130b/hsa-mir-142/hsa-mir-92b/hsa-mir-191/hsa-mir-301b/hsa-mir-106a/hsa-mir-455/hsa-mir-149	13
Imatinib	Imatinib	17/193	47/1764	3.26772365848882e-06	1.59079880428758e-05	5.01290940673927e-06	hsa-mir-21/hsa-mir-183/hsa-mir-141/hsa-mir-100/hsa-mir-142/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-493/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-326/hsa-mir-224/hsa-mir-7-2/hsa-mir-138-2	17
IL-13	IL-13	10/193	18/1764	3.92683829596479e-06	1.8969649614353e-05	5.9776971630881e-06	hsa-mir-210/hsa-mir-375/hsa-mir-449a/hsa-mir-92b/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503	10
Osteogenesis	Osteogenesis	19/193	58/1764	4.67047975685015e-06	2.23897808190984e-05	7.05544551456672e-06	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-200c/hsa-mir-195/hsa-mir-148b/hsa-mir-140/hsa-mir-495/hsa-mir-33a/hsa-mir-590/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-106a/hsa-mir-224/hsa-mir-138-2	19
Schizophrenia	Schizophrenia	18/193	53/1764	4.71829184899729e-06	2.24476309179568e-05	7.07367518031491e-06	hsa-mir-183/hsa-mir-365b/hsa-mir-365a/hsa-mir-193a/hsa-mir-195/hsa-mir-335/hsa-mir-130b/hsa-mir-181b-1/hsa-mir-449a/hsa-mir-181b-2/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-19a/hsa-mir-432/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	18
platelet derived growth factor-BB (PDGF-BB)	platelet derived growth factor-BB (PDGF-BB)	13/193	30/1764	4.84762375969442e-06	2.25363765664869e-05	7.10164062101833e-06	hsa-mir-21/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-365b/hsa-mir-142/hsa-mir-590/hsa-mir-147b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-149	13
1,25-dihydroxyvitamin D 3 (calcitriol)	1,25-dihydroxyvitamin D 3 (calcitriol)	11/193	22/1764	4.88048919274238e-06	2.25363765664869e-05	7.10164062101833e-06	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-mir-32/hsa-mir-187/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-1247/hsa-mir-675/hsa-mir-483/hsa-mir-1284	11
Adenocarcinoma, Esophageal	Adenocarcinoma, Esophageal	11/193	22/1764	4.88048919274238e-06	2.25363765664869e-05	7.10164062101833e-06	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-378c/hsa-mir-210/hsa-mir-203a/hsa-mir-203b/hsa-mir-452/hsa-mir-205/hsa-mir-149/hsa-mir-224	11
Intrahepatic Cholangiocarcinoma	Intrahepatic Cholangiocarcinoma	11/193	22/1764	4.88048919274238e-06	2.25363765664869e-05	7.10164062101833e-06	hsa-mir-96/hsa-mir-145/hsa-mir-193a/hsa-mir-195/hsa-mir-204/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-376c/hsa-mir-605/hsa-mir-675/hsa-mir-483	11
