gene_id	Description
hsa-mir-21	Thyroid Neoplasms
hsa-mir-22	Thyroid Neoplasms
hsa-mir-127	Thyroid Neoplasms
hsa-mir-181a-1	Thyroid Neoplasms
hsa-mir-323b	Thyroid Neoplasms
hsa-mir-144	Thyroid Neoplasms
hsa-mir-323a	Thyroid Neoplasms
hsa-mir-130a	Thyroid Neoplasms
hsa-mir-141	Thyroid Neoplasms
hsa-mir-146a	Thyroid Neoplasms
hsa-mir-222	Thyroid Neoplasms
hsa-mir-221	Thyroid Neoplasms
hsa-mir-146b	Thyroid Neoplasms
hsa-mir-146a	Thyroid-Associated Ophthalmopathy
hsa-mir-21	Thyroid-Associated Ophthalmopathy
hsa-mir-4639	Tooth Agenesis
hsa-mir-18a	Toxic Epidermal Necrolysis
hsa-mir-124-1	Toxic Epidermal Necrolysis
hsa-mir-124-3	Toxic Epidermal Necrolysis
hsa-mir-124-2	Toxic Epidermal Necrolysis
hsa-mir-20a	Toxoplasma gondii Infection
hsa-mir-132	Toxoplasma gondii Infection
hsa-mir-17	Toxoplasma gondii Infection
hsa-mir-106b	Toxoplasma gondii Infection
hsa-mir-155	Toxoplasma gondii Infection
hsa-mir-146a	Toxoplasma gondii Infection
hsa-mir-499b	Traumatic Brain Injury
hsa-mir-499a	Traumatic Brain Injury
hsa-mir-223	Traumatic Brain Injury
hsa-mir-3945	Traumatic Brain Injury
hsa-mir-23a	Traumatic Brain Injury
hsa-mir-150	Traumatic Brain Injury
hsa-mir-30e	Traumatic Brain Injury
hsa-mir-142	Traumatic Brain Injury
hsa-mir-155	Traumatic Brain Injury
hsa-mir-93	Traumatic Brain Injury
hsa-mir-191	Traumatic Brain Injury
hsa-mir-423	Traumatic Brain Injury
hsa-mir-125b-1	Tuberculosis
hsa-mir-125b-2	Tuberculosis
hsa-mir-582	Tuberculosis
hsa-mir-29b-1	Tuberculosis
hsa-mir-29b-2	Tuberculosis
hsa-mir-337	Tuberculosis
hsa-mir-381	Tuberculosis
hsa-mir-155	Tuberculosis
hsa-mir-183	Tuberculosis
hsa-mir-93	Tuberculosis
hsa-mir-223	Tuberculosis
hsa-mir-29c	Tuberculosis
hsa-mir-29a	Tuberculosis
hsa-mir-21	"Tuberculosis, Pulmonary"
hsa-mir-204	"Tuberculosis, Pulmonary"
hsa-mir-206	"Tuberculosis, Pulmonary"
hsa-mir-124-1	"Tuberculosis, Pulmonary"
hsa-mir-124-3	"Tuberculosis, Pulmonary"
hsa-mir-149	"Tuberculosis, Pulmonary"
hsa-mir-16-2	"Tuberculosis, Pulmonary"
hsa-mir-200c	"Tuberculosis, Pulmonary"
hsa-mir-16-1	"Tuberculosis, Pulmonary"
hsa-let-7g	"Tuberculosis, Pulmonary"
hsa-mir-223	"Tuberculosis, Pulmonary"
hsa-mir-31	"Tuberculosis, Pulmonary"
hsa-mir-124-2	"Tuberculosis, Pulmonary"
hsa-mir-196b	"Tuberculosis, Pulmonary"
hsa-mir-29a	"Tuberculosis, Pulmonary"
hsa-mir-125b-1	"Tuberculosis, Pulmonary"
hsa-mir-125b-2	"Tuberculosis, Pulmonary"
hsa-mir-499b	"Tuberculosis, Pulmonary"
hsa-mir-196a-1	"Tuberculosis, Pulmonary"
hsa-mir-196a-2	"Tuberculosis, Pulmonary"
hsa-mir-499a	"Tuberculosis, Pulmonary"
hsa-mir-376c	"Tuberculosis, Pulmonary"
hsa-mir-155	"Tuberculosis, Pulmonary"
hsa-mir-30b	"Tuberculosis, Pulmonary"
hsa-mir-146a	"Tuberculosis, Pulmonary"
hsa-mir-192	"Tuberculosis, Pulmonary"
hsa-mir-96	"Tumor Metastasis, to Bone"
hsa-mir-34a	"Tumor Metastasis, to Bone"
hsa-mir-34b	"Tumor Metastasis, to Bone"
hsa-mir-34c	"Tumor Metastasis, to Bone"
hsa-mir-1-2	"Tumor Metastasis, to Bone"
hsa-mir-192	"Tumor Metastasis, to Bone"
hsa-mir-20a	"Tumor Metastasis, to Brain"
hsa-mir-145	"Tumor Metastasis, to Brain"
hsa-mir-19a	"Tumor Metastasis, to Brain"
hsa-mir-17	"Tumor Metastasis, to Brain"
hsa-mir-181c	"Tumor Metastasis, to Brain"
hsa-mir-103a-2	"Tumor Metastasis, to Liver"
hsa-mir-21	"Tumor Metastasis, to Liver"
hsa-mir-103a-1	"Tumor Metastasis, to Liver"
hsa-mir-103b-1	"Tumor Metastasis, to Liver"
hsa-mir-103b-2	"Tumor Metastasis, to Liver"
hsa-mir-93	"Tumor Metastasis, to Liver"
hsa-mir-31	"Tumor Metastasis, to Liver"
hsa-mir-21	Type 2 Diabetes Complications
hsa-mir-126	Type 2 Diabetes Complications
hsa-mir-155	Unstable Angina
hsa-mir-19b-2	Unstable Angina
hsa-mir-28	Unstable Angina
hsa-mir-19b-1	Unstable Angina
hsa-mir-197	Uterine Leiomyoma
hsa-mir-15b	Uterine Leiomyoma
hsa-mir-29b-1	Uterine Leiomyoma
hsa-mir-29c	Uterine Leiomyoma
hsa-mir-29b-2	Uterine Leiomyoma
hsa-mir-15a	Uterine Leiomyosarcoma
hsa-mir-31	Uterine Leiomyosarcoma
hsa-mir-20a	Uveal Melanoma
hsa-mir-21	Uveal Melanoma
hsa-mir-146a	Uveal Melanoma
hsa-mir-454	Uveal Melanoma
hsa-mir-144	Uveal Melanoma
hsa-mir-145	Uveal Melanoma
hsa-mir-155	Uveal Melanoma
hsa-mir-34a	Uveal Melanoma
hsa-mir-223	Uveal Melanoma
hsa-mir-181a-1	Uveal Melanoma
hsa-mir-181a-2	Uveal Melanoma
hsa-mir-132	Varicella
hsa-mir-629	Varicella
hsa-mir-197	Varicella
hsa-mir-122	Varicella
hsa-mir-363	Varicella
hsa-mir-15b	Vascular Diseases [unspecific]
hsa-mir-21	Vascular Diseases [unspecific]
hsa-mir-22	Vascular Diseases [unspecific]
hsa-mir-28	Vascular Diseases [unspecific]
hsa-mir-23a	Vascular Diseases [unspecific]
hsa-mir-145	Vascular Diseases [unspecific]
hsa-mir-143	Vascular Diseases [unspecific]
hsa-mir-181a-1	Vascular Diseases [unspecific]
hsa-mir-181a-2	Vascular Diseases [unspecific]
hsa-mir-16-2	Vascular Diseases [unspecific]
hsa-mir-16-1	Vascular Diseases [unspecific]
hsa-mir-17	Vascular Diseases [unspecific]
hsa-mir-126	Vascular Diseases [unspecific]
hsa-mir-19a	Vascular Diseases [unspecific]
hsa-mir-20a	Vascular Diseases [unspecific]
hsa-mir-499b	Vascular Diseases [unspecific]
hsa-mir-196a-2	Vascular Diseases [unspecific]
hsa-mir-499a	Vascular Diseases [unspecific]
hsa-mir-483	Vascular Diseases [unspecific]
hsa-mir-376a-1	Vascular Diseases [unspecific]
hsa-mir-376a-2	Vascular Diseases [unspecific]
hsa-mir-155	Vascular Diseases [unspecific]
hsa-mir-210	Vascular Diseases [unspecific]
hsa-mir-18a	Vascular Diseases [unspecific]
hsa-mir-125a	Vascular Diseases [unspecific]
hsa-mir-106b	Vascular Diseases [unspecific]
hsa-mir-146a	Vascular Diseases [unspecific]
hsa-let-7b	Vascular Hypertrophy
hsa-let-7c	Vascular Hypertrophy
hsa-mir-208a	Vascular Hypertrophy
hsa-let-7a-1	Vascular Hypertrophy
hsa-mir-21	Vascular Hypertrophy
hsa-let-7d	Vascular Hypertrophy
hsa-let-7f-1	Vascular Hypertrophy
hsa-let-7i	Vascular Hypertrophy
hsa-mir-208b	Vascular Hypertrophy
hsa-mir-26a-2	Vascular Hypertrophy
hsa-mir-26a-1	Vascular Hypertrophy
hsa-let-7a-3	Vascular Hypertrophy
hsa-let-7f-2	Vascular Hypertrophy
hsa-mir-98	Vascular Hypertrophy
hsa-mir-133a-2	Vascular Hypertrophy
hsa-mir-206	Vascular Hypertrophy
hsa-mir-133a-1	Vascular Hypertrophy
hsa-mir-1-2	Vascular Hypertrophy
hsa-let-7a-2	Vascular Hypertrophy
hsa-mir-1-1	Vascular Hypertrophy
hsa-let-7g	Vascular Hypertrophy
hsa-mir-147b	Vascular Injuries
hsa-mir-147a	Vascular Injuries
hsa-mir-137	Vascular Injuries
hsa-mir-21	Vascular Injuries
hsa-mir-22	Vascular Injuries
hsa-mir-92a-1	Vascular Injuries
hsa-mir-92a-2	Vascular Injuries
hsa-mir-27a	Vascular Injuries
hsa-mir-1283-2	Vascular Injuries
hsa-mir-1283-1	Vascular Injuries
hsa-mir-100	Vascular Injuries
hsa-mir-126	Vascular Injuries
hsa-mir-222	Vascular Injuries
hsa-mir-20a	Vasculitis
hsa-mir-92a-1	Vasculitis
hsa-mir-92a-2	Vasculitis
hsa-mir-383	Vasculitis
hsa-mir-142	Vasculitis
hsa-mir-34a	Vasculitis
hsa-mir-221	Vasculitis
hsa-mir-29a	Vasculitis
hsa-mir-1-1	Ventricular Tachycardia
hsa-mir-133a-1	Ventricular Tachycardia
hsa-mir-1-2	Ventricular Tachycardia
hsa-mir-133a-2	Ventricular Tachycardia
hsa-mir-133b	Ventricular Tachycardia
hsa-mir-20b	Viral Myocarditis
hsa-mir-499b	Viral Myocarditis
hsa-mir-499a	Viral Myocarditis
hsa-mir-1-1	Viral Myocarditis
hsa-mir-155	Viral Myocarditis
hsa-mir-208b	Viral Myocarditis
hsa-mir-1-2	Viral Myocarditis
hsa-mir-222	Viral Myocarditis
hsa-mir-221	Viral Myocarditis
hsa-mir-146b	Viral Myocarditis
hsa-mir-155	Vitiligo
hsa-mir-196a-2	Vitiligo
hsa-mir-320b-1	Waldenstrom Macroglobulinemia
hsa-mir-320b-2	Waldenstrom Macroglobulinemia
hsa-mir-9-1	Waldenstrom Macroglobulinemia
hsa-mir-9-3	Waldenstrom Macroglobulinemia
hsa-mir-9-2	Waldenstrom Macroglobulinemia
hsa-mir-155	Waldenstrom Macroglobulinemia
hsa-mir-320a	Waldenstrom Macroglobulinemia
hsa-mir-206	Waldenstrom Macroglobulinemia
hsa-mir-101-2	Wilms' Tumor
hsa-mir-101-1	Wilms' Tumor
hsa-mir-26a-2	Wilms' Tumor
hsa-mir-26a-1	Wilms' Tumor
hsa-mir-181d	Wound Inflammation
hsa-mir-21	Wound Inflammation
hsa-mir-181b-1	Wound Inflammation
hsa-mir-181c	Wound Inflammation
hsa-mir-146a	Wound Inflammation
hsa-mir-181a-1	Wound Inflammation
hsa-mir-181a-2	Wound Inflammation
hsa-mir-181b-2	Wound Inflammation
hsa-mir-29b-2	Wounds and Injuries [unspecific]
hsa-mir-145	Wounds and Injuries [unspecific]
hsa-mir-29b-1	Wounds and Injuries [unspecific]
hsa-mir-143	Wounds and Injuries [unspecific]
hsa-mir-608	Wounds and Injuries [unspecific]
hsa-mir-125b-1	AKT1
hsa-mir-125b-2	AKT1
hsa-mir-22	AKT1
hsa-mir-181c	AKT1
hsa-let-7e	AKT1
hsa-mir-155	AKT1
hsa-mir-22	AKT2
hsa-mir-22	AKT3
hsa-mir-223	AML1
hsa-mir-29b-1	AP-1
hsa-mir-155	AP-1
hsa-mir-21	AP-1
hsa-mir-29a	AP-1
hsa-mir-216a	AR
hsa-mir-375	ASH1L
hsa-mir-155	BCR
hsa-mir-31	BMP2
hsa-mir-24-1	BMP2
hsa-mir-200b	BMP4
hsa-mir-200c	BMP4
hsa-mir-200a	BMP4
hsa-mir-205	BMP4
hsa-mir-145	BMP4
hsa-mir-21	BMP6
hsa-mir-21	BMPR1A
hsa-mir-21	BMPR1B
hsa-mir-146a	BRCA1
hsa-mir-146b	BRCA1
hsa-mir-15a	C-MYB
hsa-mir-133a-1	CALCINEURIN
hsa-mir-133a-2	CALCINEURIN
hsa-mir-133b	CALCINEURIN
hsa-mir-20a	CCND1
hsa-mir-17	CCND1
hsa-mir-449b	CDK
hsa-mir-449a	CDK
hsa-mir-410	CDKN2A
hsa-mir-125b-1	CDX2
hsa-mir-125b-2	CDX2
hsa-mir-29b-1	CEBPA
hsa-mir-29b-2	CEBPA
hsa-let-7a-2	CEBPA
hsa-mir-182	CEBPA
hsa-mir-34a	CEBPA
hsa-mir-29a	CEBPA
hsa-mir-100	CEBPA
hsa-mir-1-2	CEBPA
hsa-mir-223	CEBPA
hsa-let-7a-3	CEBPA
hsa-let-7a-1	CEBPA
hsa-mir-143	CEBPB
hsa-mir-132	CREB1
hsa-mir-9-2	CREB1
hsa-mir-212	CREB1
hsa-mir-375	CTCF
hsa-mir-373	CTNNB1
hsa-mir-372	CTNNB1
hsa-mir-371a	CTNNB1
hsa-mir-371b	CTNNB1
hsa-mir-182	DDX5
hsa-mir-21	DDX5
hsa-mir-15a	E2F1
hsa-mir-25	E2F1
hsa-mir-15b	E2F1
hsa-mir-449c	E2F1
hsa-mir-449b	E2F1
hsa-mir-449a	E2F1
hsa-mir-224	E2F1
hsa-mir-223	E2F1
hsa-mir-16-2	E2F1
hsa-mir-16-1	E2F1
hsa-mir-452	E2F1
hsa-let-7i	E2F1
hsa-mir-19a	E2F1
hsa-mir-20a	E2F1
hsa-mir-20b	E2F1
hsa-mir-17	E2F1
hsa-mir-93	E2F1
hsa-mir-363	E2F1
hsa-mir-18b	E2F1
hsa-mir-18a	E2F1
hsa-mir-325	E2F1
hsa-mir-106a	E2F1
hsa-mir-106b	E2F1
hsa-mir-92a-1	E2F1
hsa-mir-92a-2	E2F1
hsa-mir-195	E2F1
hsa-mir-16-2	E2F3
hsa-mir-15a	E2F3
hsa-mir-15b	E2F3
hsa-let-7i	E2F3
hsa-mir-34a	E2F3
hsa-mir-195	E2F3
hsa-mir-106b	E2F3
hsa-mir-21	EGFR
hsa-mir-596	EGR1
hsa-mir-23a	EGR1
hsa-mir-148a	EGR1
hsa-mir-142	EGR1
hsa-mir-183	EGR1
hsa-mir-149	EGR1
hsa-mir-200b	EGR1
hsa-let-7e	EGR1
hsa-mir-335	EGR1
hsa-mir-455	EGR1
hsa-mir-27a	EGR1
hsa-mir-642a	EGR1
hsa-mir-185	EGR1
hsa-mir-32	EGR1
hsa-mir-30e	EGR1
hsa-mir-301b	EGR1
hsa-mir-10a	EGR1
hsa-mir-212	EGR1
hsa-mir-130b	EGR1
hsa-mir-30a	EGR1
hsa-mir-92b	EGR1
hsa-mir-425	EGR1
hsa-mir-96	EGR1
hsa-mir-132	EGR1
hsa-mir-125a	EGR1
hsa-mir-106a	EGR1
hsa-mir-99b	EGR1
hsa-mir-191	EGR1
hsa-mir-146b	EGR1
hsa-mir-195	EGR3
hsa-let-7b	EIF2C2
hsa-let-7c	EIF2C2
hsa-let-7f-2	EIF2C2
hsa-let-7g	EIF2C2
hsa-let-7d	EIF2C2
hsa-let-7e	EIF2C2
hsa-let-7f-1	EIF2C2
hsa-let-7i	EIF2C2
hsa-let-7a-2	EIF2C2
hsa-let-7a-3	EIF2C2
hsa-let-7a-1	EIF2C2
hsa-mir-200b	ELK1
hsa-mir-34a	ELK1
hsa-mir-200c	EP300
hsa-mir-141	EP300
hsa-mir-200c	ERG
hsa-mir-18b	ERS1
hsa-mir-20a	ERS1
hsa-mir-20b	ERS1
hsa-mir-21	ERS1
hsa-mir-17	ERS1
hsa-mir-106a	ERS1
hsa-mir-19a	ERS1
hsa-mir-92a-1	ERS1
hsa-mir-92a-2	ERS1
hsa-mir-222	ERS1
hsa-mir-18a	ERS1
hsa-mir-19b-2	ERS1
hsa-mir-363	ERS1
hsa-mir-221	ERS1
hsa-mir-19b-1	ERS1
hsa-mir-375	ESR1
hsa-mir-30a	ESR2
hsa-mir-27b	ESR2
hsa-mir-23b	ESR2
hsa-mir-146a	ETS1
hsa-mir-222	ETS1
hsa-mir-320a	ETS1
hsa-mir-155	ETS2
hsa-mir-196b	ETS2
hsa-mir-21	ETV5
hsa-mir-137	EZH2
hsa-let-7a-2	FLI1
hsa-let-7a-3	FLI1
hsa-let-7a-1	FLI1
hsa-mir-146a	FLICE INHIBITORY PROTEIN (VFLIP) K13
hsa-mir-222	FOSL1
hsa-mir-221	FOSL1
hsa-mir-449a	FOXJ1
hsa-mir-135b	FOXM1
hsa-mir-21	FOXO3A
hsa-mir-7-3	FOXP3
hsa-mir-7-2	FOXP3
hsa-mir-7-1	FOXP3
hsa-mir-155	FOXP3
hsa-mir-15b	FSH
hsa-let-7a-2	FSH
hsa-mir-143	FSH
hsa-let-7a-1	FSH
hsa-let-7a-3	FSH
hsa-mir-144	GATA1
hsa-mir-126	GATA2
hsa-mir-200b	GATA3
hsa-mir-200c	GATA3
hsa-mir-200a	GATA3
hsa-mir-144	GATA4
hsa-mir-21	GFI1
hsa-mir-196b	GFI1
hsa-mir-1249	GLI1
hsa-mir-132	GNRH1
hsa-mir-212	GNRH1
hsa-mir-200a	HDAC4
hsa-mir-224	HIF1A
hsa-mir-452	HIF1A
hsa-mir-424	HIF1A
hsa-mir-9-1	HIF1A
hsa-mir-9-3	HIF1A
hsa-mir-9-2	HIF1A
hsa-mir-210	HIF1A
hsa-mir-373	HIF1A
hsa-mir-372	HIF1A
hsa-mir-1275	HIF1A
hsa-mir-363	HIF1A
hsa-mir-196a-2	HMGA1
hsa-mir-101-2	HMGA1
hsa-mir-101-1	HMGA1
hsa-mir-331	HMGA1
hsa-mir-222	HMGA1
hsa-mir-29a	HMGA1
hsa-mir-200b	HMGA2
hsa-mir-122	HNF1A
hsa-mir-194-1	HNF1A
hsa-mir-194-2	HNF1A
hsa-mir-192	HNF1A
hsa-mir-122	HNF3A
hsa-mir-122	HNF3B
hsa-mir-145	IFNBETA
hsa-mir-143	IFNBETA
hsa-mir-145	IFNGAMMA
hsa-mir-143	IFNGAMMA
hsa-mir-29a	IL-4
hsa-mir-9-1	IL1B
hsa-mir-146a	IL1B
hsa-mir-182	IL2
hsa-mir-301b	IL6
hsa-mir-148a	IL6
hsa-mir-152	IL6
hsa-mir-519c	IL6
hsa-mir-301a	IL6
hsa-mir-155	IRF1
hsa-mir-145	JAG1
hsa-mir-143	JAG1
hsa-mir-200c	KAT2B
hsa-mir-141	KAT2B
hsa-mir-145	KLF2
hsa-mir-143	KLF2
hsa-mir-126	KLF2A
hsa-mir-15a	KLF4
hsa-mir-200c	KLF4
hsa-mir-206	KLF4
hsa-mir-21	KLF4
hsa-mir-150	KLF4
hsa-mir-373	LEF1
hsa-mir-372	LEF1
hsa-mir-371a	LEF1
hsa-mir-371b	LEF1
hsa-let-7b	LIN28
hsa-let-7c	LIN28
hsa-let-7f-2	LIN28
hsa-let-7g	LIN28
hsa-let-7d	LIN28
hsa-let-7e	LIN28
hsa-let-7f-1	LIN28
hsa-let-7i	LIN28
hsa-let-7a-2	LIN28
hsa-let-7a-3	LIN28
hsa-let-7a-1	LIN28
hsa-let-7b	LIN28B
hsa-let-7c	LIN28B
hsa-let-7f-2	LIN28B
hsa-let-7g	LIN28B
hsa-let-7d	LIN28B
hsa-let-7e	LIN28B
hsa-let-7f-1	LIN28B
hsa-let-7i	LIN28B
hsa-let-7a-2	LIN28B
hsa-let-7a-3	LIN28B
hsa-let-7a-1	LIN28B
hsa-mir-142	LMO2
hsa-mir-34c	MAPK/MK2
hsa-mir-193a	MAX
hsa-mir-1-2	MECOM
hsa-mir-137	MECP2
hsa-mir-184	MECP2
hsa-mir-211	MITF
hsa-mir-1-1	MRF4
hsa-mir-133a-1	MRF4
hsa-mir-1-2	MRF4
hsa-mir-133a-2	MRF4
hsa-mir-206	MRF4
hsa-mir-148a	MYB
hsa-mir-155	MYB
hsa-mir-15a	MYC
hsa-mir-22	MYC
hsa-let-7f-1	MYC
hsa-let-7f-2	MYC
hsa-mir-23a	MYC
hsa-mir-23b	MYC
hsa-mir-141	MYC
hsa-mir-221	MYC
hsa-let-7b	MYC
hsa-let-7c	MYC
hsa-let-7g	MYC
hsa-let-7d	MYC
hsa-let-7e	MYC
hsa-let-7i	MYC
hsa-mir-19a	MYC
hsa-mir-26a-2	MYC
hsa-mir-26a-1	MYC
hsa-mir-34a	MYC
hsa-mir-19b-2	MYC
hsa-mir-29c	MYC
hsa-mir-19b-1	MYC
hsa-mir-20a	MYC
hsa-mir-20b	MYC
hsa-mir-17	MYC
hsa-mir-9-1	MYC
hsa-mir-9-3	MYC
hsa-mir-9-2	MYC
hsa-mir-93	MYC
hsa-mir-429	MYC
hsa-mir-18a	MYC
hsa-mir-106a	MYC
hsa-mir-106b	MYC
hsa-mir-92a-1	MYC
hsa-mir-92a-2	MYC
hsa-mir-26b	MYC
hsa-mir-195	MYC
hsa-mir-29a	MYC
hsa-let-7a-2	MYC
hsa-let-7a-3	MYC
hsa-let-7a-1	MYC
hsa-mir-20a	MYCN
hsa-mir-18a	MYCN
hsa-mir-17	MYCN
hsa-mir-335	MYCN
hsa-mir-19a	MYCN
hsa-mir-92a-1	MYCN
hsa-mir-92a-2	MYCN
hsa-mir-106a	MYCN
hsa-mir-421	MYCN
hsa-mir-221	MYCN
hsa-mir-1-1	MYF5
hsa-mir-133a-1	MYF5
hsa-mir-1-2	MYF5
hsa-mir-133a-2	MYF5
hsa-mir-206	MYF5
hsa-mir-1-1	MYOD
hsa-mir-133a-1	MYOD
hsa-mir-1-2	MYOD
hsa-mir-133a-2	MYOD
hsa-mir-206	MYOD
hsa-mir-378b	MYOD1
hsa-mir-378c	MYOD1
hsa-mir-378a	MYOD1
hsa-mir-378f	MYOD1
hsa-mir-378g	MYOD1
hsa-mir-378e	MYOD1
hsa-mir-133a-1	MYOG
hsa-mir-133a-2	MYOG
hsa-mir-133b	MYOG
hsa-mir-1-1	MYOGENIN
hsa-mir-133a-1	MYOGENIN
hsa-mir-1-2	MYOGENIN
hsa-mir-133a-2	MYOGENIN
hsa-mir-206	MYOGENIN
hsa-mir-20a	NANOG
hsa-mir-18a	NANOG
hsa-mir-19a	NANOG
hsa-mir-17	NANOG
hsa-mir-21	NFIB
hsa-mir-21	NFKB1
hsa-mir-224	NFKB1
hsa-mir-365a	NFKB1
hsa-mir-365b	NFKB1
hsa-let-7b	NFKB1
hsa-mir-16-1	NFKB1
hsa-mir-34a	NFKB1
hsa-mir-29c	NFKB1
hsa-mir-29a	NFKB1
hsa-mir-125b-1	NFKB1
hsa-mir-16-2	NFKB1
hsa-mir-125b-2	NFKB1
hsa-mir-17	NFKB1
hsa-mir-10b	NFKB1
hsa-mir-9-1	NFKB1
hsa-mir-9-3	NFKB1
hsa-mir-9-2	NFKB1
hsa-mir-199a-1	NFKB1
hsa-mir-199a-2	NFKB1
hsa-mir-448	NFKB1
hsa-mir-29b-1	NFKB1
hsa-mir-29b-2	NFKB1
hsa-mir-214	NFKB1
hsa-mir-155	NFKB1
hsa-mir-146a	NFKB1
hsa-let-7a-3	NFKB1
hsa-mir-155	NFKB3
hsa-mir-20a	NKX2-5
hsa-mir-18a	NKX2-5
hsa-mir-19a	NKX2-5
hsa-mir-17	NKX2-5
hsa-mir-34a	NR1H4
hsa-mir-433	NR3B3
hsa-mir-127	NR3B3
hsa-mir-222	P27
hsa-mir-221	P27
hsa-mir-200c	P53
hsa-mir-648	PAX5
hsa-mir-204	PAX6
hsa-mir-24-1	PDGF
hsa-mir-221	PDGF
hsa-mir-24-2	PDGF
hsa-mir-29a	PDGF-B
hsa-mir-10b	PDLIM7
hsa-mir-146a	PLZF
hsa-let-7g	POU2F1
hsa-mir-367	POU5F1
hsa-mir-302d	POU5F1
hsa-mir-302c	POU5F1
hsa-mir-302b	POU5F1
hsa-mir-302a	POU5F1
hsa-mir-15a	PRKCA
hsa-mir-25	PTEN
hsa-mir-21	PTEN
hsa-mir-22	PTEN
hsa-mir-19a	PTEN
hsa-mir-302d	PTEN
hsa-mir-302c	PTEN
hsa-mir-302b	PTEN
hsa-mir-302a	PTEN
hsa-mir-302f	PTEN
hsa-mir-21	RAS/ERK
hsa-mir-449b	RB
hsa-mir-449a	RB
hsa-mir-21	REL
hsa-mir-21	RELA
hsa-mir-132	REST
hsa-mir-9-2	REST
hsa-mir-137	REST
hsa-mir-29c	REST
hsa-mir-21	REST
hsa-mir-367	REX1
hsa-mir-302d	REX1
hsa-mir-302c	REX1
hsa-mir-302b	REX1
hsa-mir-302a	REX1
hsa-mir-27a	RUNX1
hsa-mir-27a	RUNX2
hsa-mir-3960	RUNX2
hsa-mir-23a	RUNX2
hsa-mir-302a	RUNX2
hsa-mir-2861	RUNX2
hsa-mir-193a	RXRA
hsa-mir-7-3	SF2/ASF
hsa-mir-7-2	SF2/ASF
hsa-mir-7-1	SF2/ASF
hsa-mir-222	SF2/ASF
hsa-mir-221	SF2/ASF
hsa-mir-433	SHP
hsa-mir-127	SHP
hsa-mir-200b	SIP1
hsa-mir-429	SIP1
hsa-mir-200a	SIP1
hsa-mir-200c	SIP1
hsa-mir-141	SIP1
hsa-mir-200b	SIX1
hsa-mir-200c	SIX1
hsa-mir-200a	SIX1
hsa-mir-200b	SLUG
hsa-mir-200c	SLUG
hsa-mir-1-2	SLUG
hsa-mir-200a	SLUG
hsa-mir-1-1	SLUG
hsa-mir-200b	SMAD3
hsa-mir-200a	SMAD3
hsa-mir-145	SMAD3
hsa-mir-143	SMAD3
hsa-mir-145	SMAD4
hsa-mir-155	SMAD4
hsa-mir-143	SMAD4
hsa-mir-155	SMG-1
hsa-mir-34a	SNAI1
hsa-mir-34b	SNAI1
hsa-mir-338	SOX10
hsa-mir-137	SOX2
hsa-mir-22	SOX2
hsa-mir-766	SOX2
hsa-mir-302d	SOX2
hsa-mir-302c	SOX2
hsa-mir-302b	SOX2
hsa-mir-302a	SOX2
hsa-mir-182	SOX2
hsa-mir-183	SOX2
hsa-mir-135b	SOX2
hsa-mir-367	SOX2
hsa-mir-942	SOX2
hsa-mir-140	SOX9
hsa-mir-140	SOX9A
hsa-mir-200b	SP1
hsa-mir-132	SP1
hsa-mir-200a	SP1
hsa-mir-22	SP1
hsa-mir-106a	SP1
hsa-mir-19a	SP1
hsa-mir-429	SP1
hsa-mir-34c	SP1
hsa-mir-365a	SP1
hsa-mir-365b	SP1
hsa-mir-20a	SPI1
hsa-mir-18a	SPI1
hsa-mir-17	SPI1
hsa-mir-338	SPI1
hsa-mir-342	SPI1
hsa-mir-19a	SPI1
hsa-mir-23a	SPI1
hsa-mir-92a-2	SPI1
hsa-mir-92a-1	SPI1
hsa-mir-155	SPI1
hsa-mir-146a	SPI1
hsa-mir-141	SPLUNC1
hsa-mir-145	SRC
hsa-mir-143	SRC
hsa-mir-26b	SREBF1
hsa-mir-125b-1	STAT3
hsa-mir-135b	STAT3
hsa-mir-125b-2	STAT3
hsa-mir-21	STAT3
hsa-mir-181b-1	STAT3
hsa-mir-15a	STAT5
hsa-mir-20a	STAT5
hsa-mir-15b	STAT5
hsa-mir-17	STAT5
hsa-mir-19a	STAT5
hsa-mir-18a	STAT5
hsa-mir-195	STAT5
hsa-mir-451b	TCF3
hsa-mir-451a	TCF3
hsa-mir-21	TCF4
hsa-mir-181a-2	TCF4
hsa-mir-181b-2	TCF4
hsa-mir-638	TFAP2A
hsa-mir-200b	TGFB1
hsa-mir-200c	TGFB1
hsa-mir-200a	TGFB1
hsa-mir-24-1	TGFB1
hsa-mir-181b-2	TGFB1
hsa-mir-181b-1	TGFB1
hsa-mir-24-2	TGFB1
hsa-mir-29a	TGFB1
hsa-mir-23a	TGFB1
hsa-mir-194-2	TGFB1
hsa-mir-429	TGFB1
hsa-mir-27a	TGFB1
hsa-let-7d	TGFB1
hsa-mir-205	TGFB1
hsa-mir-143	TGFB1
hsa-mir-141	TGFB1
hsa-mir-155	TGFB1
hsa-mir-224	TGFB1
hsa-mir-146a	TGFB1
hsa-mir-192	TGFB1
hsa-mir-222	THROMBIN
hsa-mir-9-1	TLR2
hsa-mir-146a	TLR2
hsa-mir-125a	TLR2
hsa-mir-9-1	TLR4
hsa-mir-9-1	TLR7
hsa-mir-9-1	TLR8
hsa-mir-20a	TLX1
hsa-mir-18a	TLX1
hsa-mir-19a	TLX1
hsa-mir-17	TLX1
